Recency,Frequency,Monetary,Country,Churn
16,8,3285.31,United Kingdom,0
17,1,243.55,United Kingdom,0
90,2,724.76,United Kingdom,0
53,1,223.36,United Kingdom,0
134,1,421.32,United Kingdom,1
4,15,12281.11,United Kingdom,0
105,4,1887.2,United Kingdom,1
192,3,656.0,United Kingdom,1
166,4,803.54,United Kingdom,1
19,1,612.01,United Kingdom,0
158,3,447.64000000000004,United Kingdom,1
204,2,639.5,United Kingdom,1
336,2,816.0,United Kingdom,1
37,3,646.3,United Kingdom,0
91,1,337.74,United Kingdom,1
93,2,220.79999999999998,United Kingdom,1
9,2,922.48,United Kingdom,0
243,1,560.67,United Kingdom,1
45,4,748.5,United Kingdom,0
23,1,30.0,United Kingdom,0
190,5,1019.1,United Kingdom,1
44,1,306.45,United Kingdom,0
25,9,1600.86,United Kingdom,0
317,2,309.8,United Kingdom,1
106,1,138.14,United Kingdom,1
51,1,386.43,United Kingdom,0
168,2,2212.21,United Kingdom,1
40,1,301.32,United Kingdom,0
218,1,76.32000000000001,United Kingdom,1
40,4,684.34,United Kingdom,0
297,1,173.05,United Kingdom,1
19,7,2650.07,United Kingdom,0
88,4,2722.23,United Kingdom,0
73,5,2126.84,United Kingdom,0
81,3,334.01,United Kingdom,0
19,3,3408.01,United Kingdom,0
49,1,657.23,United Kingdom,0
53,1,352.7,United Kingdom,0
24,4,782.24,United Kingdom,0
9,3,1333.68,United Kingdom,0
25,5,1426.16,United Kingdom,0
117,1,193.75,United Kingdom,1
9,9,2993.1,United Kingdom,0
120,2,254.1,United Kingdom,1
4,2,239.76,United Kingdom,0
252,1,136.8,United Kingdom,1
28,1,191.04,United Kingdom,0
1,14,6427.51,United Kingdom,0
267,2,409.98,United Kingdom,1
33,8,2666.11,United Kingdom,0
18,1,294.65,United Kingdom,0
172,2,694.68,United Kingdom,1
2,4,1514.0,United Kingdom,0
265,1,211.5,United Kingdom,1
140,4,2293.62,United Kingdom,1
201,1,143.1,United Kingdom,1
64,4,1060.56,United Kingdom,0
35,4,916.98,United Kingdom,0
41,7,3235.25,United Kingdom,0
284,1,133.25,United Kingdom,1
9,5,1072.3600000000001,United Kingdom,0
143,2,356.7,United Kingdom,1
12,2,330.03000000000003,United Kingdom,0
146,4,1101.1100000000001,United Kingdom,1
234,1,150.3,United Kingdom,1
33,13,5030.07,United Kingdom,0
24,1,596.73,United Kingdom,0
12,1,479.40000000000003,United Kingdom,0
36,5,2190.21,United Kingdom,0
365,1,190.7,United Kingdom,1
201,2,218.25,United Kingdom,1
15,1,415.25,United Kingdom,0
17,7,4718.86,United Kingdom,0
213,1,85.0,United Kingdom,1
66,3,1120.88,United Kingdom,0
212,2,294.12,United Kingdom,1
283,1,162.3,United Kingdom,1
115,2,1339.45,United Kingdom,1
15,8,1186.07,United Kingdom,0
19,16,4808.42,United Kingdom,0
66,1,409.52,United Kingdom,0
49,1,154.88,United Kingdom,0
16,4,775.96,United Kingdom,0
78,1,34.8,United Kingdom,0
19,4,1094.59,United Kingdom,0
134,1,196.88,United Kingdom,1
13,3,946.64,United Kingdom,0
40,1,144.36,United Kingdom,0
235,3,3652.8,United Kingdom,1
3,8,2463.05,United Kingdom,0
40,7,2621.6,United Kingdom,0
305,1,66.0,United Kingdom,1
51,3,458.57,United Kingdom,0
10,6,2364.25,United Kingdom,0
61,4,528.01,United Kingdom,0
66,2,714.42,United Kingdom,0
25,1,205.25,United Kingdom,0
218,3,253.04,United Kingdom,1
65,2,579.75,United Kingdom,0
32,2,1035.92,United Kingdom,0
88,6,3175.97,United Kingdom,0
64,1,315.06,United Kingdom,0
116,3,401.73,United Kingdom,1
7,26,27918.72,United Kingdom,0
6,1,554.32,United Kingdom,0
69,1,270.8,United Kingdom,0
245,1,104.9,United Kingdom,1
133,1,241.62,United Kingdom,1
241,4,1047.11,United Kingdom,1
184,3,475.28000000000003,United Kingdom,1
25,3,345.46,United Kingdom,0
10,3,2537.42,United Kingdom,0
11,1,246.3,United Kingdom,0
33,5,2278.97,United Kingdom,0
46,3,4915.6,United Kingdom,0
26,3,933.26,United Kingdom,0
358,1,351.3,United Kingdom,1
10,1,218.75,United Kingdom,0
44,2,1612.69,United Kingdom,0
15,3,963.91,United Kingdom,0
150,1,604.01,United Kingdom,1
1,8,2708.61,United Kingdom,0
113,4,1969.75,United Kingdom,1
76,3,892.7,United Kingdom,0
107,2,696.89,United Kingdom,1
46,3,1063.95,United Kingdom,0
143,1,14.95,United Kingdom,1
51,1,415.82000000000005,United Kingdom,0
1,13,3982.29,United Kingdom,0
23,17,5482.18,United Kingdom,0
46,3,784.58,United Kingdom,0
50,3,903.9,United Kingdom,0
306,4,3651.27,United Kingdom,1
36,5,515.77,United Kingdom,0
79,4,1381.98,United Kingdom,0
22,6,2218.62,United Kingdom,0
107,5,1706.5800000000002,United Kingdom,1
208,2,1303.9099999999999,United Kingdom,1
17,4,1924.33,United Kingdom,0
64,5,1956.12,United Kingdom,0
49,4,1905.45,United Kingdom,0
320,1,206.98,United Kingdom,1
44,2,568.96,United Kingdom,0
3,2,885.47,United Kingdom,0
372,1,14.95,United Kingdom,1
172,1,312.84,United Kingdom,1
56,3,1654.31,United Kingdom,0
73,14,1836.0900000000001,United Kingdom,0
99,2,639.02,United Kingdom,1
38,1,576.0,United Kingdom,0
58,3,739.43,United Kingdom,0
254,1,836.79,United Kingdom,1
70,4,1999.05,United Kingdom,0
44,4,948.09,United Kingdom,0
50,1,127.32,United Kingdom,0
65,1,391.98,United Kingdom,0
11,19,23736.88,United Kingdom,0
33,3,1051.37,United Kingdom,0
59,2,355.56,United Kingdom,0
73,4,1224.06,United Kingdom,0
304,1,118.95000000000002,United Kingdom,1
46,1,130.73999999999998,United Kingdom,0
18,8,3711.77,United Kingdom,0
38,2,353.99,United Kingdom,0
19,2,234.88,United Kingdom,0
187,2,160.71,United Kingdom,1
52,1,110.8,United Kingdom,0
4,12,2969.12,United Kingdom,0
137,5,712.24,United Kingdom,1
4,27,15917.48,United Kingdom,0
19,1,297.0,United Kingdom,0
16,5,1427.59,United Kingdom,0
41,8,954.16,United Kingdom,0
12,8,2996.87,United Kingdom,0
8,4,829.1800000000001,United Kingdom,0
26,2,68.84,United Kingdom,0
22,6,1809.1200000000001,United Kingdom,0
41,3,869.73,United Kingdom,0
101,1,207.89,United Kingdom,1
5,15,3799.3,United Kingdom,0
277,2,149.64,United Kingdom,1
33,1,351.44,United Kingdom,0
15,2,316.25,United Kingdom,0
64,7,4013.33,United Kingdom,0
2,2,490.33,United Kingdom,0
369,1,327.03000000000003,United Kingdom,1
312,5,501.39000000000004,United Kingdom,1
199,4,516.36,United Kingdom,1
2,2,396.48,United Kingdom,0
93,3,379.25,United Kingdom,1
60,1,181.09,United Kingdom,0
81,1,168.31,United Kingdom,0
157,2,413.07,United Kingdom,1
227,1,511.68,United Kingdom,1
253,2,258.25,United Kingdom,1
150,1,179.17,United Kingdom,1
194,2,200.09,United Kingdom,1
1,5,1382.83,United Kingdom,0
369,1,56.25,United Kingdom,1
24,1,337.28,United Kingdom,0
17,3,352.29,United Kingdom,0
10,7,5126.76,United Kingdom,0
8,1,159.68,United Kingdom,0
20,7,1565.69,United Kingdom,0
4,3,882.72,United Kingdom,0
174,1,191.94,United Kingdom,1
1,8,1228.88,United Kingdom,0
178,2,264.62,United Kingdom,1
16,8,1501.64,United Kingdom,0
248,1,123.1,United Kingdom,1
191,2,334.23,United Kingdom,1
20,2,525.69,United Kingdom,0
154,4,167.52,United Kingdom,1
173,1,321.03000000000003,United Kingdom,1
373,1,369.5,United Kingdom,1
373,1,127.08,United Kingdom,1
194,1,207.15,United Kingdom,1
67,1,426.63,United Kingdom,0
4,8,2495.87,United Kingdom,0
21,3,1107.46,United Kingdom,0
239,2,122.99000000000001,United Kingdom,1
64,1,145.35,United Kingdom,0
112,5,404.58,United Kingdom,1
90,15,5666.16,United Kingdom,0
311,1,35.8,United Kingdom,1
134,1,337.44,United Kingdom,1
277,1,325.1,United Kingdom,1
365,1,181.0,United Kingdom,1
83,1,1708.24,United Kingdom,0
8,2,955.24,United Kingdom,0
17,2,364.72,United Kingdom,0
32,4,1744.71,United Kingdom,0
9,2,708.22,United Kingdom,0
34,4,781.91,United Kingdom,0
15,8,1657.28,United Kingdom,0
24,14,4416.26,United Kingdom,0
32,1,428.89,United Kingdom,0
74,1,104.35,United Kingdom,0
20,2,470.76,United Kingdom,0
17,4,808.87,United Kingdom,0
23,2,397.68,United Kingdom,0
3,3,642.7,United Kingdom,0
304,1,314.1,United Kingdom,1
18,12,3824.85,United Kingdom,0
367,1,307.82000000000005,United Kingdom,1
39,7,3444.15,United Kingdom,0
84,1,371.01,United Kingdom,0
165,2,427.64,United Kingdom,1
17,2,1043.37,United Kingdom,0
77,1,1098.78,United Kingdom,0
89,3,2338.38,United Kingdom,0
25,8,3408.48,United Kingdom,0
22,4,1465.12,United Kingdom,0
3,10,2658.23,United Kingdom,0
123,2,1087.82,United Kingdom,1
30,1,168.12,United Kingdom,0
12,7,1126.23,United Kingdom,0
19,1,159.78,United Kingdom,0
44,2,792.11,United Kingdom,0
4,1,41.989999999999995,United Kingdom,0
9,7,2777.67,United Kingdom,0
55,1,412.27,United Kingdom,0
88,6,1004.58,United Kingdom,0
37,5,3074.22,United Kingdom,0
3,3,3613.2,United Kingdom,0
30,5,2295.17,United Kingdom,0
12,4,578.71,United Kingdom,0
211,1,101.4,United Kingdom,1
48,4,1693.81,United Kingdom,0
24,3,478.78,United Kingdom,0
22,4,972.11,United Kingdom,0
246,3,392.4,United Kingdom,1
8,16,3352.96,United Kingdom,0
35,3,1414.29,United Kingdom,0
4,47,25809.82,United Kingdom,0
38,3,646.78,United Kingdom,0
4,3,705.03,United Kingdom,0
3,8,1461.51,United Kingdom,0
47,1,206.88,United Kingdom,0
39,2,408.90000000000003,United Kingdom,0
47,9,3786.2400000000002,United Kingdom,0
17,3,851.01,United Kingdom,0
260,1,602.63,United Kingdom,1
46,3,719.81,United Kingdom,0
12,1,251.03,United Kingdom,0
30,1,439.65999999999997,United Kingdom,0
43,1,236.09,United Kingdom,0
92,6,626.1700000000001,United Kingdom,1
39,63,42777.94,United Kingdom,0
310,1,331.24,United Kingdom,1
92,2,522.9,United Kingdom,1
6,20,8758.82,United Kingdom,0
196,3,437.7,United Kingdom,1
87,2,753.88,United Kingdom,0
270,3,775.02,United Kingdom,1
8,3,471.78000000000003,United Kingdom,0
65,3,1313.55,United Kingdom,0
31,3,1929.8,United Kingdom,0
22,5,1171.47,United Kingdom,0
38,4,763.99,United Kingdom,0
120,4,1340.7,United Kingdom,1
373,2,256.44,United Kingdom,1
40,3,1075.31,United Kingdom,0
174,1,142.22,United Kingdom,1
54,1,362.06,United Kingdom,0
33,2,1468.75,United Kingdom,0
145,1,781.9,United Kingdom,1
221,1,123.80000000000001,United Kingdom,1
45,1,650.75,United Kingdom,0
16,7,2263.12,United Kingdom,0
66,6,1453.16,United Kingdom,0
10,4,1151.62,United Kingdom,0
260,1,335.32,United Kingdom,1
365,1,367.14,United Kingdom,1
17,5,1503.76,United Kingdom,0
22,2,852.15,United Kingdom,0
45,1,326.24,United Kingdom,0
288,1,576.3199999999999,United Kingdom,1
297,1,122.39999999999999,United Kingdom,1
3,10,2234.73,United Kingdom,0
284,1,79.2,United Kingdom,1
17,3,1250.0,United Kingdom,0
82,2,217.16,United Kingdom,0
56,5,2799.42,United Kingdom,0
101,2,1317.62,United Kingdom,1
299,1,436.18,United Kingdom,1
23,5,981.51,United Kingdom,0
59,5,1121.39,United Kingdom,0
155,2,315.06,United Kingdom,1
115,3,817.86,United Kingdom,1
107,1,17.0,United Kingdom,1
12,4,1078.23,United Kingdom,0
264,1,210.57,United Kingdom,1
240,1,185.04999999999998,United Kingdom,1
88,7,1941.63,United Kingdom,0
50,3,731.9,United Kingdom,0
71,1,1290.7,United Kingdom,0
42,3,1842.14,United Kingdom,0
7,6,1429.64,United Kingdom,0
62,1,292.21,United Kingdom,0
249,1,336.96,United Kingdom,1
66,1,108.38,United Kingdom,0
18,7,3124.1600000000003,United Kingdom,0
85,1,842.5,United Kingdom,0
219,2,601.8,United Kingdom,1
45,3,1320.95,United Kingdom,0
143,4,187.1,United Kingdom,1
183,1,160.38,United Kingdom,1
171,1,135.75000000000003,United Kingdom,1
10,8,1660.8799999999999,United Kingdom,0
212,1,612.78,United Kingdom,1
190,1,232.21,United Kingdom,1
8,2,423.36,United Kingdom,0
59,4,1309.14,United Kingdom,0
57,2,854.66,United Kingdom,0
73,4,637.62,United Kingdom,0
52,1,307.78,United Kingdom,0
317,1,233.0,United Kingdom,1
367,1,289.35,United Kingdom,1
29,4,6287.77,United Kingdom,0
39,1,656.25,United Kingdom,0
18,5,1880.22,United Kingdom,0
52,6,3506.54,United Kingdom,0
4,33,13818.44,United Kingdom,0
22,2,618.09,United Kingdom,0
263,1,517.55,United Kingdom,1
60,3,709.38,United Kingdom,0
19,3,635.41,United Kingdom,0
66,2,694.7,United Kingdom,0
88,1,616.4,United Kingdom,0
250,1,535.34,United Kingdom,1
3,6,2204.84,United Kingdom,0
247,1,175.2,United Kingdom,1
9,11,3799.4900000000002,United Kingdom,0
157,3,734.13,United Kingdom,1
134,1,375.0,United Kingdom,1
296,1,76.32000000000001,United Kingdom,1
5,2,280.52,United Kingdom,0
43,5,2053.02,United Kingdom,0
269,1,1817.04,United Kingdom,1
50,5,1824.23,United Kingdom,0
9,9,3088.04,United Kingdom,0
16,3,656.69,United Kingdom,0
282,1,348.2,United Kingdom,1
65,2,932.16,United Kingdom,0
2,19,5519.52,United Kingdom,0
252,1,37.4,United Kingdom,1
232,2,856.6,United Kingdom,1
17,3,812.48,United Kingdom,0
11,27,3744.64,United Kingdom,0
8,4,1822.97,United Kingdom,0
51,6,1860.05,United Kingdom,0
59,1,73.2,United Kingdom,0
95,5,1140.21,United Kingdom,1
16,6,1418.32,United Kingdom,0
126,3,801.5500000000001,United Kingdom,1
94,4,1037.59,United Kingdom,1
50,1,331.95,United Kingdom,0
138,1,197.9,United Kingdom,1
61,1,215.83,United Kingdom,0
100,8,10254.18,United Kingdom,1
73,1,305.54,United Kingdom,0
72,4,4478.65,United Kingdom,0
67,1,338.71000000000004,United Kingdom,0
64,6,1158.79,United Kingdom,0
17,2,529.41,United Kingdom,0
23,12,4006.94,United Kingdom,0
32,15,6880.4400000000005,United Kingdom,0
45,4,981.86,United Kingdom,0
16,2,215.48,United Kingdom,0
40,1,170.08,United Kingdom,0
3,13,4813.32,United Kingdom,0
237,1,314.45,United Kingdom,1
75,1,400.8,United Kingdom,0
4,2,1064.8700000000001,United Kingdom,0
3,4,1863.47,United Kingdom,0
361,1,365.27,United Kingdom,1
59,4,592.9,United Kingdom,0
23,1,384.18,United Kingdom,0
31,4,757.63,United Kingdom,0
55,4,537.0600000000001,United Kingdom,0
25,1,374.28000000000003,United Kingdom,0
45,2,657.26,United Kingdom,0
89,5,1397.1299999999999,United Kingdom,0
2,18,9997.58,United Kingdom,0
89,1,547.02,United Kingdom,0
19,2,690.34,United Kingdom,0
79,1,159.0,United Kingdom,0
171,3,1054.75,United Kingdom,1
81,1,242.35,United Kingdom,0
267,1,757.88,United Kingdom,1
235,2,304.25,United Kingdom,1
30,7,3084.68,United Kingdom,0
37,3,860.86,United Kingdom,0
318,1,772.5500000000001,United Kingdom,1
57,4,1295.3,United Kingdom,0
45,5,1096.32,United Kingdom,0
203,3,255.12,United Kingdom,1
225,1,314.22,United Kingdom,1
87,2,1010.6,United Kingdom,0
190,2,542.03,United Kingdom,1
44,4,990.88,United Kingdom,0
71,3,536.6800000000001,United Kingdom,0
41,5,857.31,United Kingdom,0
78,1,432.2,United Kingdom,0
57,2,414.2,United Kingdom,0
24,2,3458.7,United Kingdom,0
10,13,2590.31,United Kingdom,0
8,7,3577.86,United Kingdom,0
34,2,337.05,United Kingdom,0
212,2,1522.75,United Kingdom,1
24,3,1392.66,United Kingdom,0
170,1,114.56,United Kingdom,1
62,1,152.94,United Kingdom,0
53,5,1800.07,United Kingdom,0
261,2,389.44,United Kingdom,1
67,2,3683.86,United Kingdom,0
17,8,2609.91,United Kingdom,0
267,1,752.4300000000001,United Kingdom,1
177,1,29.9,United Kingdom,1
45,5,4850.71,United Kingdom,0
51,1,1035.45,United Kingdom,0
17,4,727.54,United Kingdom,0
9,9,5342.9,United Kingdom,0
74,7,861.89,United Kingdom,0
71,2,607.6,United Kingdom,0
353,1,1133.24,United Kingdom,1
3,5,1404.5900000000001,United Kingdom,0
117,1,411.7,United Kingdom,1
373,1,330.75,United Kingdom,1
197,1,559.87,United Kingdom,1
177,1,499.8,United Kingdom,1
100,1,376.28000000000003,United Kingdom,1
21,3,1502.78,United Kingdom,0
72,1,2011.18,United Kingdom,0
340,1,168.3,United Kingdom,1
6,5,1569.61,United Kingdom,0
31,2,812.68,United Kingdom,0
170,1,139.62,United Kingdom,1
122,1,302.25,United Kingdom,1
22,10,2239.29,United Kingdom,0
10,4,1328.55,United Kingdom,0
269,1,301.9,United Kingdom,1
23,3,578.1,United Kingdom,0
127,1,233.22,United Kingdom,1
26,3,5340.63,United Kingdom,0
139,1,361.21999999999997,United Kingdom,1
214,6,632.27,United Kingdom,1
38,4,153.6,United Kingdom,0
106,2,706.57,United Kingdom,1
18,2,616.26,United Kingdom,0
3,2,274.15000000000003,United Kingdom,0
331,1,224.37,United Kingdom,1
64,8,2486.71,United Kingdom,0
120,3,1341.65,United Kingdom,1
35,1,328.15,United Kingdom,0
218,1,404.40000000000003,United Kingdom,1
172,2,1038.46,Unspecified,1
72,5,373.65000000000003,Australia,0
1,2,326.75,United Kingdom,0
196,1,207.50000000000003,United Kingdom,1
128,3,408.59000000000003,United Kingdom,1
47,3,594.24,United Kingdom,0
6,14,3018.2200000000003,United Kingdom,0
14,6,3820.27,United Kingdom,0
18,3,251.91,United Kingdom,0
28,7,1582.8,United Kingdom,0
8,22,5713.2,United Kingdom,0
37,1,151.05,United Kingdom,0
157,1,214.79999999999998,United Kingdom,1
284,1,94.05,United Kingdom,1
107,1,532.31,United Kingdom,1
25,4,1971.87,United Kingdom,0
75,4,301.41,United Kingdom,0
16,2,328.58,United Kingdom,0
158,1,101.10000000000001,United Kingdom,1
44,1,495.36,United Kingdom,0
11,2,827.35,United Kingdom,0
32,7,1395.65,United Kingdom,0
291,1,52.5,United Kingdom,1
21,4,1116.47,United Kingdom,0
333,1,153.9,United Kingdom,1
18,2,494.44,United Kingdom,0
4,23,6675.71,United Kingdom,0
63,2,395.8,United Kingdom,0
198,3,211.77,United Kingdom,1
33,3,657.88,United Kingdom,0
1,4,2027.5,United Kingdom,0
7,9,1411.06,United Kingdom,0
5,6,3438.41,United Kingdom,0
10,4,887.21,United Kingdom,0
32,5,709.99,United Kingdom,0
53,1,109.36000000000001,United Kingdom,0
12,2,705.79,United Kingdom,0
18,9,1536.42,United Kingdom,0
19,1,327.3,United Kingdom,0
37,2,805.47,United Kingdom,0
2,2,477.91,United Kingdom,0
18,3,1545.41,United Kingdom,0
82,4,1287.91,United Kingdom,0
33,2,355.73,United Kingdom,0
66,2,466.73,United Kingdom,0
9,2,972.96,United Kingdom,0
267,1,214.2,United Kingdom,1
247,3,362.95,United Kingdom,1
4,4,2157.4,United Kingdom,0
61,1,1433.79,United Kingdom,0
75,2,643.76,United Kingdom,0
90,2,584.5,United Kingdom,0
60,3,554.86,United Kingdom,0
29,2,302.69,United Kingdom,0
323,1,94.36,United Kingdom,1
53,4,1338.82,United Kingdom,0
270,1,217.89,United Kingdom,1
2,13,3040.96,United Kingdom,0
57,5,1484.78,United Kingdom,0
61,5,1482.86,United Kingdom,0
154,2,1666.8,United Kingdom,1
19,2,398.33,United Kingdom,0
95,1,301.93,United Kingdom,1
1,12,3867.92,United Kingdom,0
265,2,293.45,United Kingdom,1
312,1,177.5,United Kingdom,1
70,1,443.05,United Kingdom,0
302,2,140.85,United Kingdom,1
19,1,154.65,United Kingdom,0
13,10,2079.68,United Kingdom,0
36,5,2022.98,United Kingdom,0
19,2,211.7,United Kingdom,0
54,1,135.99,United Kingdom,0
57,1,262.2,United Kingdom,0
22,2,126.25,United Kingdom,0
44,1,200.27,United Kingdom,0
27,3,1041.4,United Kingdom,0
45,3,606.12,United Kingdom,0
113,6,958.71,United Kingdom,1
17,51,30503.32,United Kingdom,0
25,1,346.12,United Kingdom,0
191,1,133.56,United Kingdom,1
302,1,302.7,United Kingdom,1
2,10,1863.76,United Kingdom,0
263,2,241.06,United Kingdom,1
106,1,124.55,United Kingdom,1
57,1,300.85,United Kingdom,0
213,3,623.28,United Kingdom,1
64,1,229.79999999999998,United Kingdom,0
28,1,184.26,United Kingdom,0
29,7,1511.8,United Kingdom,0
6,5,798.35,United Kingdom,0
8,5,3640.67,United Kingdom,0
67,2,381.2,United Kingdom,0
2,3,607.3,United Kingdom,0
46,4,652.97,United Kingdom,0
34,1,230.51,United Kingdom,0
1,2,252.50000000000003,United Kingdom,0
136,1,255.91,United Kingdom,1
198,1,182.99,United Kingdom,1
198,2,707.69,United Kingdom,1
150,1,311.92,United Kingdom,1
88,1,266.97,United Kingdom,0
45,2,6.9,United Kingdom,0
64,7,1841.18,United Kingdom,0
99,5,2158.18,United Kingdom,1
218,1,208.36,United Kingdom,1
3,18,3482.7400000000002,United Kingdom,0
28,3,818.91,United Kingdom,0
178,1,141.92,United Kingdom,1
74,3,136.0,United Kingdom,0
21,4,1427.2,United Kingdom,0
20,3,1284.66,United Kingdom,0
34,7,1593.96,United Kingdom,0
74,1,74.9,United Kingdom,0
24,4,624.42,United Kingdom,0
52,4,752.77,United Kingdom,0
275,1,223.95000000000002,United Kingdom,1
165,3,316.11,United Kingdom,1
7,7,1810.73,United Kingdom,0
88,4,474.25,United Kingdom,0
64,7,2494.46,United Kingdom,0
25,3,331.0,United Kingdom,0
10,2,300.83,United Kingdom,0
76,1,767.29,United Kingdom,0
16,1,220.62,United Kingdom,0
192,1,138.35,United Kingdom,1
174,2,404.25,United Kingdom,1
77,1,363.65,United Kingdom,0
33,3,460.0,United Kingdom,0
47,1,731.5,United Kingdom,0
80,4,1351.63,United Kingdom,0
297,1,826.53,United Kingdom,1
3,3,645.26,United Kingdom,0
9,3,1599.52,United Kingdom,0
50,6,2957.69,United Kingdom,0
161,2,100.97,United Kingdom,1
360,2,365.45,United Kingdom,1
5,6,250.81,United Kingdom,0
107,4,1427.93,United Kingdom,1
25,1,465.88,United Kingdom,0
32,1,648.0,United Kingdom,0
20,2,90.30000000000001,United Kingdom,0
297,1,361.7,United Kingdom,1
372,1,248.1,United Kingdom,1
22,3,918.33,United Kingdom,0
5,4,874.59,United Kingdom,0
52,5,1624.14,United Kingdom,0
30,1,101.69999999999999,United Kingdom,0
277,1,162.7,United Kingdom,1
61,2,484.32,United Kingdom,0
25,2,215.07999999999998,United Kingdom,0
186,3,1046.57,United Kingdom,1
2,21,9410.470000000001,United Kingdom,0
2,26,12403.45,United Kingdom,0
172,1,290.36,United Kingdom,1
81,1,228.06,United Kingdom,0
4,1,244.41,United Kingdom,0
190,1,455.25,United Kingdom,1
22,7,1245.3899999999999,United Kingdom,0
18,3,1671.6,United Kingdom,0
19,3,1082.81,United Kingdom,0
5,1,593.75,United Kingdom,0
110,1,546.12,United Kingdom,1
3,4,1388.81,United Kingdom,0
54,1,119.62,United Kingdom,0
165,1,339.3,United Kingdom,1
291,2,787.15,United Kingdom,1
10,10,4035.5,United Kingdom,0
109,5,2283.97,United Kingdom,1
96,3,910.6,United Kingdom,1
243,2,379.73,United Kingdom,1
163,12,5561.66,United Kingdom,1
42,3,837.1,United Kingdom,0
35,2,285.89,United Kingdom,0
67,7,3309.79,United Kingdom,0
24,2,281.85,United Kingdom,0
1,20,8326.49,United Kingdom,0
27,2,831.36,United Kingdom,0
6,2,511.12,United Kingdom,0
54,1,1019.74,United Kingdom,0
364,1,173.7,United Kingdom,1
15,5,614.66,United Kingdom,0
194,2,796.96,United Kingdom,1
3,1,124.2,United Kingdom,0
15,10,3738.4,United Kingdom,0
27,3,1421.17,United Kingdom,0
127,3,988.6,United Kingdom,1
85,2,663.61,United Kingdom,0
71,1,451.44,United Kingdom,0
183,1,105.84,United Kingdom,1
113,1,313.62,United Kingdom,1
374,1,233.45,United Kingdom,1
80,2,881.48,United Kingdom,0
249,1,463.95,United Kingdom,1
232,1,215.15,United Kingdom,1
71,3,459.24,United Kingdom,0
69,1,213.5,United Kingdom,0
4,16,4113.68,United Kingdom,0
51,3,330.03,United Kingdom,0
75,1,181.09,United Kingdom,0
61,1,361.06,United Kingdom,0
16,2,250.15,United Kingdom,0
4,1,90.04,United Kingdom,0
286,1,145.04999999999998,United Kingdom,1
4,6,813.52,United Kingdom,0
41,1,242.7,United Kingdom,0
36,1,526.08,United Kingdom,0
75,2,490.47,United Kingdom,0
18,14,2853.68,United Kingdom,0
15,7,5493.46,United Kingdom,0
219,1,75.66,United Kingdom,1
186,1,129.49,United Kingdom,1
33,4,1187.66,United Kingdom,0
70,1,618.59,United Kingdom,0
183,1,506.19,United Kingdom,1
15,2,450.42,United Kingdom,0
236,1,151.85,United Kingdom,1
31,5,2633.59,United Kingdom,0
264,1,226.21,United Kingdom,1
4,2,178.96,United Kingdom,0
52,4,813.48,United Kingdom,0
246,1,129.45,United Kingdom,1
81,2,809.5699999999999,United Kingdom,0
275,1,333.08,United Kingdom,1
1,17,4152.9,United Kingdom,0
79,1,322.8,United Kingdom,0
30,5,2188.05,United Kingdom,0
74,2,416.63,United Kingdom,0
17,6,2878.05,United Kingdom,0
223,2,217.9,United Kingdom,1
32,4,1091.47,United Kingdom,0
23,10,1590.72,United Kingdom,0
31,3,1257.51,United Kingdom,0
106,1,231.10000000000002,United Kingdom,1
5,2,688.33,United Kingdom,0
246,1,487.51,United Kingdom,1
178,2,833.78,United Kingdom,1
170,2,214.06,United Kingdom,1
43,1,290.65999999999997,United Kingdom,0
72,1,518.42,United Kingdom,0
59,7,6644.85,United Kingdom,0
16,2,1210.66,United Kingdom,0
141,4,597.27,United Kingdom,1
18,6,3785.52,United Kingdom,0
22,15,6225.8,United Kingdom,0
10,4,874.43,United Kingdom,0
368,1,123.24,United Kingdom,1
189,1,39.12,United Kingdom,1
16,4,1267.6499999999999,United Kingdom,0
362,1,135.39999999999998,United Kingdom,1
19,1,118.98,United Kingdom,0
68,2,563.1800000000001,United Kingdom,0
15,6,306.71999999999997,United Kingdom,0
24,3,1357.08,United Kingdom,0
17,11,4095.9,United Kingdom,0
28,3,978.75,United Kingdom,0
2,20,8134.9400000000005,United Kingdom,0
55,2,304.24,United Kingdom,0
34,4,1542.12,United Kingdom,0
3,12,3109.99,United Kingdom,0
366,1,129.75,United Kingdom,1
43,1,183.7,United Kingdom,0
73,6,1770.34,United Kingdom,0
5,5,1002.0799999999999,United Kingdom,0
4,28,45120.7,United Kingdom,0
61,2,324.24,United Kingdom,0
47,7,2901.18,United Kingdom,0
1,4,1260.86,United Kingdom,0
76,2,413.96,United Kingdom,0
72,2,223.57999999999998,United Kingdom,0
256,2,917.45,United Kingdom,1
69,2,472.86,United Kingdom,0
135,4,657.9000000000001,United Kingdom,1
241,1,112.75,United Kingdom,1
227,2,1320.0,United Kingdom,1
9,13,5076.55,United Kingdom,0
9,13,5245.66,United Kingdom,0
1,20,13938.75,United Kingdom,0
37,3,525.35,United Kingdom,0
46,1,652.63,United Kingdom,0
85,5,3013.87,United Kingdom,0
19,10,2465.99,United Kingdom,0
3,5,1645.99,United Kingdom,0
9,11,3607.31,United Kingdom,0
19,15,6806.62,United Kingdom,0
219,3,908.91,United Kingdom,1
78,1,288.52,United Kingdom,0
267,2,901.2,United Kingdom,1
24,6,3818.08,United Kingdom,0
